#node	identifier	category	term ID	term description
ESCO1	9541.XP_005587116.1	STRING clusters	CL:4165	Sister chromatid cohesion, and condensin complex
ESCO1	9541.XP_005587116.1	STRING clusters	CL:4167	Condensin complex, and cohesin complex
ESCO1	9541.XP_005587116.1	STRING clusters	CL:4169	Cohesin complex, and regulation of cohesin loading
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000042	Animal
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000081	Reproductive system
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000083	Female reproductive system
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000149	Breast
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000254	Female reproductive gland
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000431	Excretory gland
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0000522	Gland
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0001368	Thorax
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0001488	Endocrine gland
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0001489	Whole body
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0001493	Trunk
ESCO1	9541.XP_005587116.1	TISSUES	BTO:0003091	Urogenital system
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0000785	Chromatin
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0005622	Intracellular
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0005634	Nucleus
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0005694	Chromosome
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043226	Organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
ESCO1	9541.XP_005587116.1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ESCO1	9541.XP_005587116.1	Pfam	PF13878	Zinc-finger of acetyl-transferase ESCO
ESCO1	9541.XP_005587116.1	Pfam	PF13880	ESCO1/2 acetyl-transferase
ESCO1	9541.XP_005587116.1	InterPro	IPR026656	N-acetyltransferase ESCO1
ESCO1	9541.XP_005587116.1	InterPro	IPR028005	N-acetyltransferase ESCO, zinc-finger
ESCO1	9541.XP_005587116.1	InterPro	IPR028009	N-acetyltransferase ESCO, acetyl-transferase domain
ESCO2	9541.XP_005562980.1	GO Process	GO:0000819	Sister chromatid segregation
ESCO2	9541.XP_005562980.1	GO Process	GO:0002244	Hematopoietic progenitor cell differentiation
ESCO2	9541.XP_005562980.1	GO Process	GO:0002376	Immune system process
ESCO2	9541.XP_005562980.1	GO Process	GO:0002520	Immune system development
ESCO2	9541.XP_005562980.1	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0006259	DNA metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0006275	Regulation of DNA replication
ESCO2	9541.XP_005562980.1	GO Process	GO:0006281	DNA repair
ESCO2	9541.XP_005562980.1	GO Process	GO:0006302	Double-strand break repair
ESCO2	9541.XP_005562980.1	GO Process	GO:0006464	Cellular protein modification process
ESCO2	9541.XP_005562980.1	GO Process	GO:0006473	Protein acetylation
ESCO2	9541.XP_005562980.1	GO Process	GO:0006725	Cellular aromatic compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0006807	Nitrogen compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0006950	Response to stress
ESCO2	9541.XP_005562980.1	GO Process	GO:0006974	Cellular response to DNA damage stimulus
ESCO2	9541.XP_005562980.1	GO Process	GO:0006996	Organelle organization
ESCO2	9541.XP_005562980.1	GO Process	GO:0007049	Cell cycle
ESCO2	9541.XP_005562980.1	GO Process	GO:0007059	Chromosome segregation
ESCO2	9541.XP_005562980.1	GO Process	GO:0007062	Sister chromatid cohesion
ESCO2	9541.XP_005562980.1	GO Process	GO:0007275	Multicellular organism development
ESCO2	9541.XP_005562980.1	GO Process	GO:0008104	Protein localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0008152	Metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0009889	Regulation of biosynthetic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0009987	Cellular process
ESCO2	9541.XP_005562980.1	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0016043	Cellular component organization
ESCO2	9541.XP_005562980.1	GO Process	GO:0019222	Regulation of metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0019538	Protein metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0022402	Cell cycle process
ESCO2	9541.XP_005562980.1	GO Process	GO:0030097	Hemopoiesis
ESCO2	9541.XP_005562980.1	GO Process	GO:0030154	Cell differentiation
ESCO2	9541.XP_005562980.1	GO Process	GO:0031323	Regulation of cellular metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0031326	Regulation of cellular biosynthetic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0032501	Multicellular organismal process
ESCO2	9541.XP_005562980.1	GO Process	GO:0032502	Developmental process
ESCO2	9541.XP_005562980.1	GO Process	GO:0033036	Macromolecule localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0033365	Protein localization to organelle
ESCO2	9541.XP_005562980.1	GO Process	GO:0033554	Cellular response to stress
ESCO2	9541.XP_005562980.1	GO Process	GO:0034421	Post-translational protein acetylation
ESCO2	9541.XP_005562980.1	GO Process	GO:0034502	Protein localization to chromosome
ESCO2	9541.XP_005562980.1	GO Process	GO:0034613	Cellular protein localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0036211	Protein modification process
ESCO2	9541.XP_005562980.1	GO Process	GO:0043170	Macromolecule metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0043412	Macromolecule modification
ESCO2	9541.XP_005562980.1	GO Process	GO:0043543	Protein acylation
ESCO2	9541.XP_005562980.1	GO Process	GO:0043687	Post-translational protein modification
ESCO2	9541.XP_005562980.1	GO Process	GO:0044237	Cellular metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0044238	Primary metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0044260	Cellular macromolecule metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0044267	Cellular protein metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0046483	Heterocycle metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0048513	Animal organ development
ESCO2	9541.XP_005562980.1	GO Process	GO:0048534	Hematopoietic or lymphoid organ development
ESCO2	9541.XP_005562980.1	GO Process	GO:0048731	System development
ESCO2	9541.XP_005562980.1	GO Process	GO:0048856	Anatomical structure development
ESCO2	9541.XP_005562980.1	GO Process	GO:0048869	Cellular developmental process
ESCO2	9541.XP_005562980.1	GO Process	GO:0050789	Regulation of biological process
ESCO2	9541.XP_005562980.1	GO Process	GO:0050794	Regulation of cellular process
ESCO2	9541.XP_005562980.1	GO Process	GO:0050896	Response to stimulus
ESCO2	9541.XP_005562980.1	GO Process	GO:0051179	Localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0051276	Chromosome organization
ESCO2	9541.XP_005562980.1	GO Process	GO:0051641	Cellular localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0051716	Cellular response to stimulus
ESCO2	9541.XP_005562980.1	GO Process	GO:0060255	Regulation of macromolecule metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0065007	Biological regulation
ESCO2	9541.XP_005562980.1	GO Process	GO:0070727	Cellular macromolecule localization
ESCO2	9541.XP_005562980.1	GO Process	GO:0071168	Protein localization to chromatin
ESCO2	9541.XP_005562980.1	GO Process	GO:0071704	Organic substance metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0071840	Cellular component organization or biogenesis
ESCO2	9541.XP_005562980.1	GO Process	GO:0090304	Nucleic acid metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:0098813	Nuclear chromosome segregation
ESCO2	9541.XP_005562980.1	GO Process	GO:1901360	Organic cyclic compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:1901564	Organonitrogen compound metabolic process
ESCO2	9541.XP_005562980.1	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
ESCO2	9541.XP_005562980.1	GO Function	GO:0003824	Catalytic activity
ESCO2	9541.XP_005562980.1	GO Function	GO:0004468	Lysine N-acetyltransferase activity, acting on acetyl phosphate as donor
ESCO2	9541.XP_005562980.1	GO Function	GO:0005488	Binding
ESCO2	9541.XP_005562980.1	GO Function	GO:0008080	N-acetyltransferase activity
ESCO2	9541.XP_005562980.1	GO Function	GO:0016407	Acetyltransferase activity
ESCO2	9541.XP_005562980.1	GO Function	GO:0016410	N-acyltransferase activity
ESCO2	9541.XP_005562980.1	GO Function	GO:0016740	Transferase activity
ESCO2	9541.XP_005562980.1	GO Function	GO:0016746	Transferase activity, transferring acyl groups
ESCO2	9541.XP_005562980.1	GO Function	GO:0016747	Transferase activity, transferring acyl groups other than amino-acyl groups
ESCO2	9541.XP_005562980.1	GO Function	GO:0043167	Ion binding
ESCO2	9541.XP_005562980.1	GO Function	GO:0043169	Cation binding
ESCO2	9541.XP_005562980.1	GO Function	GO:0046872	Metal ion binding
ESCO2	9541.XP_005562980.1	GO Component	GO:0000228	Nuclear chromosome
ESCO2	9541.XP_005562980.1	GO Component	GO:0000775	Chromosome, centromeric region
ESCO2	9541.XP_005562980.1	GO Component	GO:0000785	Chromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0000790	Nuclear chromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0000792	Heterochromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0000803	Sex chromosome
ESCO2	9541.XP_005562980.1	GO Component	GO:0001741	XY body
ESCO2	9541.XP_005562980.1	GO Component	GO:0005622	Intracellular
ESCO2	9541.XP_005562980.1	GO Component	GO:0005634	Nucleus
ESCO2	9541.XP_005562980.1	GO Component	GO:0005654	Nucleoplasm
ESCO2	9541.XP_005562980.1	GO Component	GO:0005694	Chromosome
ESCO2	9541.XP_005562980.1	GO Component	GO:0005720	Nuclear heterochromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0005721	Pericentric heterochromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0005737	Cytoplasm
ESCO2	9541.XP_005562980.1	GO Component	GO:0005794	Golgi apparatus
ESCO2	9541.XP_005562980.1	GO Component	GO:0010369	Chromocenter
ESCO2	9541.XP_005562980.1	GO Component	GO:0012505	Endomembrane system
ESCO2	9541.XP_005562980.1	GO Component	GO:0030054	Cell junction
ESCO2	9541.XP_005562980.1	GO Component	GO:0031618	Nuclear pericentric heterochromatin
ESCO2	9541.XP_005562980.1	GO Component	GO:0031974	Membrane-enclosed lumen
ESCO2	9541.XP_005562980.1	GO Component	GO:0031981	Nuclear lumen
ESCO2	9541.XP_005562980.1	GO Component	GO:0035861	Site of double-strand break
ESCO2	9541.XP_005562980.1	GO Component	GO:0043226	Organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043227	Membrane-bounded organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043228	Non-membrane-bounded organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043229	Intracellular organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043231	Intracellular membrane-bounded organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
ESCO2	9541.XP_005562980.1	GO Component	GO:0043233	Organelle lumen
ESCO2	9541.XP_005562980.1	GO Component	GO:0070013	Intracellular organelle lumen
ESCO2	9541.XP_005562980.1	GO Component	GO:0090734	Site of DNA damage
ESCO2	9541.XP_005562980.1	GO Component	GO:0098687	Chromosomal region
ESCO2	9541.XP_005562980.1	GO Component	GO:0110165	Cellular anatomical entity
ESCO2	9541.XP_005562980.1	STRING clusters	CL:4160	Sister chromatid cohesion, and Melanoma associated antigen family N terminal
ESCO2	9541.XP_005562980.1	STRING clusters	CL:4165	Sister chromatid cohesion, and condensin complex
ESCO2	9541.XP_005562980.1	STRING clusters	CL:4167	Condensin complex, and cohesin complex
ESCO2	9541.XP_005562980.1	STRING clusters	CL:4169	Cohesin complex, and regulation of cohesin loading
ESCO2	9541.XP_005562980.1	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ESCO2	9541.XP_005562980.1	TISSUES	BTO:0000042	Animal
ESCO2	9541.XP_005562980.1	TISSUES	BTO:0001368	Thorax
ESCO2	9541.XP_005562980.1	TISSUES	BTO:0001489	Whole body
ESCO2	9541.XP_005562980.1	TISSUES	BTO:0001493	Trunk
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0000785	Chromatin
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0005622	Intracellular
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0005634	Nucleus
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0005694	Chromosome
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0005737	Cytoplasm
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043226	Organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043229	Intracellular organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
ESCO2	9541.XP_005562980.1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ESCO2	9541.XP_005562980.1	Pfam	PF13878	Zinc-finger of acetyl-transferase ESCO
ESCO2	9541.XP_005562980.1	Pfam	PF13880	ESCO1/2 acetyl-transferase
ESCO2	9541.XP_005562980.1	InterPro	IPR028005	N-acetyltransferase ESCO, zinc-finger
ESCO2	9541.XP_005562980.1	InterPro	IPR028009	N-acetyltransferase ESCO, acetyl-transferase domain
ESPL1	9541.XP_005571050.1	GO Process	GO:0000003	Reproduction
ESPL1	9541.XP_005571050.1	GO Process	GO:0000070	Mitotic sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0000212	Meiotic spindle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0000226	Microtubule cytoskeleton organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0000278	Mitotic cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0000280	Nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0000281	Mitotic cytokinesis
ESPL1	9541.XP_005571050.1	GO Process	GO:0000819	Sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0000910	Cytokinesis
ESPL1	9541.XP_005571050.1	GO Process	GO:0006508	Proteolysis
ESPL1	9541.XP_005571050.1	GO Process	GO:0006807	Nitrogen compound metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0006915	Apoptotic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0006996	Organelle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0007010	Cytoskeleton organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0007017	Microtubule-based process
ESPL1	9541.XP_005571050.1	GO Process	GO:0007049	Cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0007051	Spindle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0007059	Chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0007063	Regulation of sister chromatid cohesion
ESPL1	9541.XP_005571050.1	GO Process	GO:0007088	Regulation of mitotic nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0007127	Meiosis I
ESPL1	9541.XP_005571050.1	GO Process	GO:0007346	Regulation of mitotic cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0008152	Metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0008219	Cell death
ESPL1	9541.XP_005571050.1	GO Process	GO:0009893	Positive regulation of metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0009894	Regulation of catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0009896	Positive regulation of catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0009987	Cellular process
ESPL1	9541.XP_005571050.1	GO Process	GO:0010564	Regulation of cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0010638	Positive regulation of organelle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0010639	Negative regulation of organelle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0010948	Negative regulation of cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:0010965	Regulation of mitotic sister chromatid separation
ESPL1	9541.XP_005571050.1	GO Process	GO:0012501	Programmed cell death
ESPL1	9541.XP_005571050.1	GO Process	GO:0016043	Cellular component organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0019222	Regulation of metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0019538	Protein metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0022402	Cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:0022414	Reproductive process
ESPL1	9541.XP_005571050.1	GO Process	GO:0030071	Regulation of mitotic metaphase/anaphase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:0030162	Regulation of proteolysis
ESPL1	9541.XP_005571050.1	GO Process	GO:0031323	Regulation of cellular metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0031325	Positive regulation of cellular metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0031329	Regulation of cellular catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0031331	Positive regulation of cellular catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0032268	Regulation of cellular protein metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0032270	Positive regulation of cellular protein metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0032434	Regulation of proteasomal ubiquitin-dependent protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0032436	Positive regulation of proteasomal ubiquitin-dependent protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0033043	Regulation of organelle organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0033044	Regulation of chromosome organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0033045	Regulation of sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0033046	Negative regulation of sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0033047	Regulation of mitotic sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0040001	Establishment of mitotic spindle localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0042176	Regulation of protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0043170	Macromolecule metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0044238	Primary metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0045132	Meiotic chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0045143	Homologous chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0045732	Positive regulation of protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0045786	Negative regulation of cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0045787	Positive regulation of cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0045840	Positive regulation of mitotic nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0045842	Positive regulation of mitotic metaphase/anaphase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:0045862	Positive regulation of proteolysis
ESPL1	9541.XP_005571050.1	GO Process	GO:0045875	Negative regulation of sister chromatid cohesion
ESPL1	9541.XP_005571050.1	GO Process	GO:0045931	Positive regulation of mitotic cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0048285	Organelle fission
ESPL1	9541.XP_005571050.1	GO Process	GO:0048518	Positive regulation of biological process
ESPL1	9541.XP_005571050.1	GO Process	GO:0048519	Negative regulation of biological process
ESPL1	9541.XP_005571050.1	GO Process	GO:0048522	Positive regulation of cellular process
ESPL1	9541.XP_005571050.1	GO Process	GO:0048523	Negative regulation of cellular process
ESPL1	9541.XP_005571050.1	GO Process	GO:0050789	Regulation of biological process
ESPL1	9541.XP_005571050.1	GO Process	GO:0050794	Regulation of cellular process
ESPL1	9541.XP_005571050.1	GO Process	GO:0051128	Regulation of cellular component organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051129	Negative regulation of cellular component organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051130	Positive regulation of cellular component organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0051179	Localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051234	Establishment of localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051246	Regulation of protein metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0051247	Positive regulation of protein metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0051276	Chromosome organization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051293	Establishment of spindle localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051301	Cell division
ESPL1	9541.XP_005571050.1	GO Process	GO:0051302	Regulation of cell division
ESPL1	9541.XP_005571050.1	GO Process	GO:0051304	Chromosome separation
ESPL1	9541.XP_005571050.1	GO Process	GO:0051307	Meiotic chromosome separation
ESPL1	9541.XP_005571050.1	GO Process	GO:0051321	Meiotic cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0051640	Organelle localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051641	Cellular localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051649	Establishment of localization in cell
ESPL1	9541.XP_005571050.1	GO Process	GO:0051653	Spindle localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051656	Establishment of organelle localization
ESPL1	9541.XP_005571050.1	GO Process	GO:0051726	Regulation of cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:0051781	Positive regulation of cell division
ESPL1	9541.XP_005571050.1	GO Process	GO:0051783	Regulation of nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0051785	Positive regulation of nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0051983	Regulation of chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0051984	Positive regulation of chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0051985	Negative regulation of chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0060255	Regulation of macromolecule metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0061136	Regulation of proteasomal protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0061640	Cytoskeleton-dependent cytokinesis
ESPL1	9541.XP_005571050.1	GO Process	GO:0061982	Meiosis I cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:0062033	Positive regulation of mitotic sister chromatid segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0065007	Biological regulation
ESPL1	9541.XP_005571050.1	GO Process	GO:0071704	Organic substance metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0071840	Cellular component organization or biogenesis
ESPL1	9541.XP_005571050.1	GO Process	GO:0080090	Regulation of primary metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:0090068	Positive regulation of cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:0098813	Nuclear chromosome segregation
ESPL1	9541.XP_005571050.1	GO Process	GO:0140013	Meiotic nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:0140014	Mitotic nuclear division
ESPL1	9541.XP_005571050.1	GO Process	GO:1901564	Organonitrogen compound metabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1901800	Positive regulation of proteasomal protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1901970	Positive regulation of mitotic sister chromatid separation
ESPL1	9541.XP_005571050.1	GO Process	GO:1901987	Regulation of cell cycle phase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:1901989	Positive regulation of cell cycle phase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:1901992	Positive regulation of mitotic cell cycle phase transition
ESPL1	9541.XP_005571050.1	GO Process	GO:1902099	Regulation of metaphase/anaphase transition of cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:1902101	Positive regulation of metaphase/anaphase transition of cell cycle
ESPL1	9541.XP_005571050.1	GO Process	GO:1902850	Microtubule cytoskeleton organization involved in mitosis
ESPL1	9541.XP_005571050.1	GO Process	GO:1903046	Meiotic cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:1903047	Mitotic cell cycle process
ESPL1	9541.XP_005571050.1	GO Process	GO:1903050	Regulation of proteolysis involved in cellular protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1903052	Positive regulation of proteolysis involved in cellular protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1903362	Regulation of cellular protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1903364	Positive regulation of cellular protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:1905818	Regulation of chromosome separation
ESPL1	9541.XP_005571050.1	GO Process	GO:1905820	Positive regulation of chromosome separation
ESPL1	9541.XP_005571050.1	GO Process	GO:2000058	Regulation of ubiquitin-dependent protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:2000060	Positive regulation of ubiquitin-dependent protein catabolic process
ESPL1	9541.XP_005571050.1	GO Process	GO:2001251	Negative regulation of chromosome organization
ESPL1	9541.XP_005571050.1	GO Process	GO:2001252	Positive regulation of chromosome organization
ESPL1	9541.XP_005571050.1	GO Function	GO:0003824	Catalytic activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0004175	Endopeptidase activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0004197	Cysteine-type endopeptidase activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0008233	Peptidase activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0008234	Cysteine-type peptidase activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0016787	Hydrolase activity
ESPL1	9541.XP_005571050.1	GO Function	GO:0140096	Catalytic activity, acting on a protein
ESPL1	9541.XP_005571050.1	GO Component	GO:0005622	Intracellular
ESPL1	9541.XP_005571050.1	GO Component	GO:0005634	Nucleus
ESPL1	9541.XP_005571050.1	GO Component	GO:0005737	Cytoplasm
ESPL1	9541.XP_005571050.1	GO Component	GO:0005813	Centrosome
ESPL1	9541.XP_005571050.1	GO Component	GO:0005815	Microtubule organizing center
ESPL1	9541.XP_005571050.1	GO Component	GO:0005819	Spindle
